FID,Join_Count,TARGET_FID,JOIN_FID,LSOA21CD,LSOA21NM,score_perc,accessibility,WDI,HSA
315,1,1,7952,E01000002,City of London 001B,0.6,6.627844793,1.440421095,9.547082531
316,1,1,7954,E01000002,City of London 001B,0.57,6.214016043,1.446004216,8.985084731
317,1,1,7958,E01000002,City of London 001B,0.54,6.014355939,1.443790122,8.680087521
318,1,1,7959,E01000002,City of London 001B,0.35,5.069696997,1.460821113,7.406350019
319,1,1,7962,E01000002,City of London 001B,0.51,4.736591609,1.467493973,6.951233345
320,1,1,7972,E01000002,City of London 001B,0.56,6.961726688,1.444885636,10.05884108
321,1,1,7978,E01000002,City of London 001B,0.45,6.046352926,1.443827681,8.728137289
322,1,1,7979,E01000002,City of London 001B,0.52,4.542956606,1.455995556,6.61452463
323,1,1,7980,E01000002,City of London 001B,0.44,4.550141311,1.459862104,6.64247343
324,1,2,3148,E01000003,City of London 001C,0.46,1.489137449,1.662594986,2.475832457
325,1,2,3153,E01000003,City of London 001C,0.55,1.690694766,1.661975571,2.809893399
326,1,2,3154,E01000003,City of London 001C,0.52,1.675963177,1.644667583,2.756402307
327,1,2,3156,E01000003,City of London 001C,0.55,1.652579758,1.660832779,2.744700422
328,1,2,3158,E01000003,City of London 001C,0.53,1.663035637,1.645651708,2.736777436
329,1,2,3159,E01000003,City of London 001C,0.54,1.592793857,1.660008561,2.644028266
330,1,2,3163,E01000003,City of London 001C,0.51,1.660444137,1.647035593,2.734810594
331,1,2,3175,E01000003,City of London 001C,0.37,1.028436202,1.675098681,1.722737104
332,1,2,3176,E01000003,City of London 001C,0.56,0.963083255,1.683389374,1.621244118
333,1,2,3177,E01000003,City of London 001C,0.55,0.930170051,1.676895537,1.559798007
334,1,2,3180,E01000003,City of London 001C,0.37,1.181446844,1.67743357,1.98173037
335,1,2,3181,E01000003,City of London 001C,0.54,0.96517994,1.666859508,1.608823439
336,1,2,3183,E01000003,City of London 001C,0.49,1.005196809,1.650622117,1.659200084
337,1,2,3730,E01000003,City of London 001C,0.51,1.412946971,1.609349173,2.273925039
338,1,2,3731,E01000003,City of London 001C,0.51,1.338152589,1.614704804,2.160721414
339,1,2,3732,E01000003,City of London 001C,0.56,1.299730126,1.620060176,2.105641015
340,1,2,3733,E01000003,City of London 001C,0.61,1.261554241,1.617217461,2.040207546
341,1,2,3734,E01000003,City of London 001C,0.63,1.260735793,1.619040547,2.041182369
342,1,2,3735,E01000003,City of London 001C,0.6,1.121660833,1.594493682,1.788481111
343,1,2,3736,E01000003,City of London 001C,0.5,1.144764715,1.621018948,1.855316329
344,1,2,3737,E01000003,City of London 001C,0.61,1.395696168,1.630767921,2.276389642
345,1,2,3741,E01000003,City of London 001C,0.57,1.394832238,1.62106742,2.261876037
346,1,2,3742,E01000003,City of London 001C,0.56,1.454259081,1.628997456,2.369172452
347,1,2,3743,E01000003,City of London 001C,0.48,1.492336736,1.641675665,2.450017706
348,1,2,3744,E01000003,City of London 001C,0.62,1.422978564,1.6636134,2.367216399
349,1,2,3745,E01000003,City of London 001C,0.65,1.353602868,1.63517733,2.214110972
350,1,2,3746,E01000003,City of London 001C,0.3,1.400557028,1.661888334,2.327569385
351,1,2,3747,E01000003,City of London 001C,0.37,1.255104081,1.671347899,2.097609273
352,1,2,3748,E01000003,City of London 001C,0.34,1.333259258,1.670519709,2.227235868
353,1,2,3750,E01000003,City of London 001C,0.52,1.562593335,1.65636576,2.588333514
354,1,2,3751,E01000003,City of London 001C,0.54,1.736112989,1.672422698,2.903671106
355,1,2,3752,E01000003,City of London 001C,0.57,1.814028557,1.664606821,3.019714481
356,1,2,3753,E01000003,City of London 001C,0.55,1.792363259,1.661142759,2.977371249
357,1,2,3754,E01000003,City of London 001C,0.34,1.46879598,1.672212391,2.455739449
358,1,2,3755,E01000003,City of London 001C,0.55,1.709906224,1.662635086,2.842903183
359,1,2,3756,E01000003,City of London 001C,0.53,1.794976324,1.66044047,2.98045133
360,1,2,3757,E01000003,City of London 001C,0.56,0.779427646,1.641765848,1.27963769
361,1,2,3758,E01000003,City of London 001C,0.53,0.802093495,1.620160696,1.30101407
362,1,2,3759,E01000003,City of London 001C,0.5,0.899237025,1.562990819,1.405499214
363,1,2,3760,E01000003,City of London 001C,0.44,0.848362705,1.649666594,1.400529301
364,1,2,3761,E01000003,City of London 001C,0.57,0.857589217,1.657546651,1.421498953
365,1,2,3762,E01000003,City of London 001C,0.49,0.962093743,1.571482456,1.511913439
366,1,2,3763,E01000003,City of London 001C,0.54,1.008881526,1.600677205,1.614893661
367,1,2,3764,E01000003,City of London 001C,0.54,0.858668332,1.679217855,1.4423404
368,1,2,3765,E01000003,City of London 001C,0.56,0.942131358,1.648546129,1.553036872
369,1,2,3766,E01000003,City of London 001C,0.61,0.932821212,1.705459598,1.590888889
370,1,2,3767,E01000003,City of London 001C,0.6,0.936706748,1.698584005,1.5910751
371,1,2,3772,E01000003,City of London 001C,0.3,1.23512856,1.672850154,2.06618266
372,1,2,4328,E01000003,City of London 001C,0.4,1.415905983,1.614785135,2.286383933
373,1,2,4329,E01000003,City of London 001C,0.37,1.580364595,1.601286308,2.530616186
374,1,2,4330,E01000003,City of London 001C,0.4,1.629836651,1.603209637,2.612969825
375,1,2,4331,E01000003,City of London 001C,0.51,1.306873554,1.610644578,2.104908805
376,1,2,4332,E01000003,City of London 001C,0.53,1.342553254,1.615176531,2.168460507
377,1,2,4339,E01000003,City of London 001C,0.53,1.701618635,1.62480017,2.764790248
378,1,2,4358,E01000003,City of London 001C,0.4,0.815266538,1.56593252,1.276652384
379,1,2,4359,E01000003,City of London 001C,0.45,0.929724783,1.61831267,1.504585396
380,1,2,4360,E01000003,City of London 001C,0.53,0.874187985,1.567133095,1.369968923
381,1,2,4361,E01000003,City of London 001C,0.53,0.841321767,1.553875869,1.307309592
382,1,2,4362,E01000003,City of London 001C,0.5,0.909914172,1.584275118,1.441554383
383,1,2,4363,E01000003,City of London 001C,0.47,0.942707051,1.610025112,1.517782026
384,1,2,4364,E01000003,City of London 001C,0.45,0.813068196,1.620477453,1.317558679
385,1,2,4365,E01000003,City of London 001C,0.41,0.74474809,1.628809531,1.213052787
386,1,2,4366,E01000003,City of London 001C,0.46,0.865534116,1.553666853,1.344751666
387,1,2,4367,E01000003,City of London 001C,0.47,0.958672368,1.597430786,1.531412754
388,1,2,4368,E01000003,City of London 001C,0.44,0.880380632,1.574244035,1.385933959
389,1,2,4369,E01000003,City of London 001C,0.43,0.883764538,1.563425345,1.381699877
390,1,3,5726,E01000005,City of London 001E,0.42,3.235866777,1.470667747,4.757001001
391,1,3,5739,E01000005,City of London 001E,0.35,4.157767847,1.486155698,6.178180249
392,1,3,5761,E01000005,City of London 001E,0.46,4.471170176,1.473971635,6.590650536
393,1,3,5762,E01000005,City of London 001E,0.47,4.342177103,1.477617622,6.415895757
394,1,3,6482,E01000005,City of London 001E,0.5,2.854882126,1.493611397,4.263747726
395,1,3,6483,E01000005,City of London 001E,0.51,2.932484777,1.492354183,4.376316232
396,1,3,6484,E01000005,City of London 001E,0.55,2.959898291,1.477454545,4.373116664
397,1,3,6485,E01000005,City of London 001E,0.54,2.060555611,1.468977538,3.026909908
398,1,3,6486,E01000005,City of London 001E,0.5,2.818923418,1.496391341,4.218212592
399,1,3,6487,E01000005,City of London 001E,0.56,2.779109065,1.484543348,4.125707877
400,1,3,6489,E01000005,City of London 001E,0.57,2.35698651,1.491645615,3.515788593
401,1,3,6490,E01000005,City of London 001E,0.57,3.185728026,1.479163104,4.712211353
402,1,3,6492,E01000005,City of London 001E,0.44,2.458314959,1.494486658,3.673918907
403,1,3,6493,E01000005,City of London 001E,0.56,3.69573712,1.446846769,5.347165309
404,1,3,6494,E01000005,City of London 001E,0.52,3.498842452,1.455230101,5.091653097
405,1,3,6495,E01000005,City of London 001E,0.56,2.903908519,1.477225868,4.289168444
406,1,3,6496,E01000005,City of London 001E,0.56,3.315103019,1.442898568,4.783357399
407,1,3,6497,E01000005,City of London 001E,0.56,3.062050393,1.467111598,4.492809323
408,1,3,6498,E01000005,City of London 001E,0.5,5.193850563,1.506672427,7.824126242
409,1,3,6499,E01000005,City of London 001E,0.54,3.340020563,1.49310058,4.987824838
410,1,3,6500,E01000005,City of London 001E,0.53,3.714242334,1.498907256,5.567304786
411,1,3,6501,E01000005,City of London 001E,0.53,3.855836336,1.495254416,5.76550802
412,1,3,6502,E01000005,City of London 001E,0.46,3.993086766,1.490241029,5.95061673
413,1,3,6503,E01000005,City of London 001E,0.46,4.130362426,1.487553823,6.144024139
414,1,3,6504,E01000005,City of London 001E,0.44,4.500392421,1.485597332,6.685989192
415,1,3,6505,E01000005,City of London 001E,0.31,4.172616954,1.476361655,6.160487873
416,1,3,6506,E01000005,City of London 001E,0.55,4.892511673,1.481016035,7.245871451
417,1,3,6507,E01000005,City of London 001E,0.56,3.75114617,1.463700663,5.490555137
418,1,3,6508,E01000005,City of London 001E,0.56,4.18965652,1.457765651,6.107537364
419,1,3,6509,E01000005,City of London 001E,0.55,4.737611346,1.478679666,7.005634921
420,1,3,6514,E01000005,City of London 001E,0.55,4.514348279,1.471236453,6.641673748
421,1,3,6515,E01000005,City of London 001E,0.51,4.918242612,1.478261648,7.270474127
422,1,3,6516,E01000005,City of London 001E,0.49,5.073712496,1.481909712,7.519018489
423,1,3,6517,E01000005,City of London 001E,0.46,5.362902858,1.487101385,7.975454668
424,1,3,6518,E01000005,City of London 001E,0.53,5.187471215,1.483675663,7.696524795
425,1,3,7270,E01000005,City of London 001E,0.49,1.883545086,1.459019022,2.748128108
426,1,3,7280,E01000005,City of London 001E,0.5,1.912775824,1.50583182,2.880254266
427,1,3,7281,E01000005,City of London 001E,0.46,2.151724522,1.503121675,3.234335469
428,1,3,7282,E01000005,City of London 001E,0.5,2.134583763,1.49856343,3.198785383
429,1,3,7283,E01000005,City of London 001E,0.44,2.100019685,1.495296546,3.140198723
430,1,3,7284,E01000005,City of London 001E,0.46,2.768790257,1.5095543,4.179639236
431,1,3,7285,E01000005,City of London 001E,0.47,2.417685039,1.510976813,3.654457695
432,1,3,7286,E01000005,City of London 001E,0.39,2.688531332,1.507908719,4.053220684
433,1,3,7287,E01000005,City of London 001E,0.38,2.848344679,1.50904534,4.298281264
434,1,3,7288,E01000005,City of London 001E,0.57,2.99401683,1.492236353,4.467805356
435,1,3,7289,E01000005,City of London 001E,0.48,2.681424262,1.514578016,4.06062754
436,1,3,7290,E01000005,City of London 001E,0.4,2.785247621,1.504074099,4.189218806
437,1,3,7291,E01000005,City of London 001E,0.47,2.356141341,1.540072833,3.628629271
438,1,3,7292,E01000005,City of London 001E,0.5,3.197999491,1.488226087,4.759288731
439,1,3,7293,E01000005,City of London 001E,0.48,3.912601759,1.518314945,5.942635359
440,1,3,7294,E01000005,City of London 001E,0.52,4.020537698,1.513351928,6.086550619
441,1,3,7295,E01000005,City of London 001E,0.38,1.998612493,1.528969311,3.055817165
442,1,3,7296,E01000005,City of London 001E,0.5,1.914316478,1.535791189,2.939990379
443,1,3,7297,E01000005,City of London 001E,0.61,2.019492376,1.521278903,3.072211146
444,1,3,7298,E01000005,City of London 001E,0.48,2.691704858,1.499777601,4.035276532
445,1,3,7299,E01000005,City of London 001E,0.58,2.884849177,1.492819797,4.306050098
446,1,3,7300,E01000005,City of London 001E,0.53,3.362895122,1.492546137,5.019276123
447,1,3,7301,E01000005,City of London 001E,0.36,3.539114094,1.494118482,5.287855779
448,1,3,7302,E01000005,City of London 001E,0.45,3.343882311,1.515708327,5.068189811
449,1,3,7303,E01000005,City of London 001E,0.34,3.693190181,1.508216402,5.569537731
450,1,3,7304,E01000005,City of London 001E,0.34,3.953583683,1.50346554,5.944056494
451,1,3,7305,E01000005,City of London 001E,0.34,4.114213202,1.504498795,6.189841782
452,1,3,7306,E01000005,City of London 001E,0.59,2.019273316,1.534061602,3.097689658
453,1,3,7307,E01000005,City of London 001E,0.53,1.932193964,1.51543776,2.928119692
454,1,3,7308,E01000005,City of London 001E,0.58,1.570235839,1.534362102,2.409310362
455,1,3,7309,E01000005,City of London 001E,0.51,2.131574512,1.502806219,3.20235013
456,1,3,7310,E01000005,City of London 001E,0.6,2.266888708,1.498333612,3.395929219
457,1,3,7311,E01000005,City of London 001E,0.5,2.338118711,1.491666955,3.487694418
458,1,3,7314,E01000005,City of London 001E,0.54,2.714240384,1.485564851,4.032072604
459,1,3,7324,E01000005,City of London 001E,0.39,1.504218729,1.523460836,2.291618322
460,1,3,8057,E01000005,City of London 001E,0.52,1.805170321,1.516072725,2.736769487
461,1,3,8061,E01000005,City of London 001E,0.57,1.412846717,1.540476226,2.176456778
462,1,3,8062,E01000005,City of London 001E,0.61,1.404686541,1.552065366,2.180106311
463,1,3,8063,E01000005,City of London 001E,0.63,1.460988163,1.540768123,2.251043991
464,1,3,8064,E01000005,City of London 001E,0.61,1.469934863,1.551131838,2.280062766
465,1,3,8065,E01000005,City of London 001E,0.59,1.506168747,1.543976734,2.325489504
466,1,3,8066,E01000005,City of London 001E,0.62,1.442518883,1.541582404,2.223761728
467,1,3,8068,E01000005,City of London 001E,0.56,1.477480946,1.545856205,2.283928373
468,1,3,8069,E01000005,City of London 001E,0.52,1.500499596,1.559026414,2.339372967
469,1,3,8070,E01000005,City of London 001E,0.57,1.618819217,1.553481461,2.514391005
470,1,3,8071,E01000005,City of London 001E,0.56,1.502434248,1.546096679,2.323144258
471,1,3,8072,E01000005,City of London 001E,0.53,1.476955734,1.556735642,2.299265386
472,1,3,8073,E01000005,City of London 001E,0.55,1.534661986,1.55731796,2.389928251
473,1,3,8074,E01000005,City of London 001E,0.38,1.607968139,1.52647037,2.454515721
474,1,3,8075,E01000005,City of London 001E,0.51,1.794797272,1.524544009,2.736278931
475,1,3,8076,E01000005,City of London 001E,0.55,1.916272189,1.522454917,2.917438016
476,1,3,8077,E01000005,City of London 001E,0.5,1.698707906,1.55161568,2.635741823
477,1,3,8078,E01000005,City of London 001E,0.52,1.734671511,1.553895166,2.69549762
478,1,3,8079,E01000005,City of London 001E,0.56,1.732140937,1.537823587,2.663852851
479,1,3,8080,E01000005,City of London 001E,0.54,1.602919025,1.546826367,2.479437412
480,1,3,8081,E01000005,City of London 001E,0.52,1.776264456,1.547319978,2.748409993
481,1,3,8082,E01000005,City of London 001E,0.64,1.624857637,1.530647735,2.487097238
482,1,3,8083,E01000005,City of London 001E,0.47,1.798654055,1.525189723,2.74328868
483,1,3,8084,E01000005,City of London 001E,0.55,1.680223349,1.528489867,2.567835808
484,1,3,8085,E01000005,City of London 001E,0.52,1.399819942,1.538127438,2.15310146
485,1,3,8086,E01000005,City of London 001E,0.57,1.246128849,1.537230565,1.915277348
486,1,3,8087,E01000005,City of London 001E,0.48,1.357751222,1.540895272,2.092152439
487,1,3,8088,E01000005,City of London 001E,0.55,1.225387553,1.542145175,1.889723921
488,1,3,8089,E01000005,City of London 001E,0.53,1.235832937,1.535487588,1.89777749
489,1,3,8090,E01000005,City of London 001E,0.42,1.247735694,1.544795291,1.927496224
490,1,3,8091,E01000005,City of London 001E,0.51,1.481980187,1.559486762,2.311128483
491,1,3,8092,E01000005,City of London 001E,0.38,1.399955163,1.543714356,2.161130884
492,1,3,8093,E01000005,City of London 001E,0.53,1.370748917,1.564887855,2.145068334
493,1,3,8094,E01000005,City of London 001E,0.5,1.301454889,1.557105513,2.026502583
494,1,3,8095,E01000005,City of London 001E,0.44,1.303308883,1.563548367,2.037817793
495,1,3,8096,E01000005,City of London 001E,0.57,1.28112516,1.565730348,2.005896542
496,1,3,8097,E01000005,City of London 001E,0.54,1.400821253,1.5376226,2.153934417
497,1,3,8098,E01000005,City of London 001E,0.59,1.40296657,1.535630777,2.154438644
498,1,3,8099,E01000005,City of London 001E,0.6,1.439596343,1.538186425,2.214367552
499,1,3,8100,E01000005,City of London 001E,0.39,1.45054012,1.541600493,2.236153363
500,1,3,8110,E01000005,City of London 001E,0.55,1.30589304,1.544316739,2.016712481
501,1,3,8813,E01000005,City of London 001E,0.52,1.120220049,1.535351847,1.719935595
502,1,3,8814,E01000005,City of London 001E,0.52,1.015386324,1.565544268,1.588266491
503,1,3,8815,E01000005,City of London 001E,0.59,1.124748575,1.53685513,1.728575618
504,1,3,8817,E01000005,City of London 001E,0.45,1.129934591,1.531160364,1.730079746
505,1,3,8819,E01000005,City of London 001E,0.43,1.286897029,1.532093784,1.971266574
506,1,3,8825,E01000005,City of London 001E,0.51,0.973964382,1.595927966,1.554376995
507,1,3,8826,E01000005,City of London 001E,0.41,1.056698113,1.601468002,1.692268216
508,1,3,8827,E01000005,City of London 001E,0.44,0.99477595,1.599773804,1.591416505
509,1,3,8828,E01000005,City of London 001E,0.46,1.047276053,1.606939472,1.682909228
510,1,3,8829,E01000005,City of London 001E,0.39,1.041758454,1.616125179,1.683612068
511,1,3,8830,E01000005,City of London 001E,0.38,1.046943909,1.594947766,1.669820849
512,1,3,8831,E01000005,City of London 001E,0.41,1.072726681,1.591065672,1.706778597
513,1,3,8832,E01000005,City of London 001E,0.44,1.088420057,1.599202538,1.740604118
514,1,3,8833,E01000005,City of London 001E,0.41,1.10908524,1.559751725,1.729897616
515,1,3,8834,E01000005,City of London 001E,0.38,1.161570464,1.568991418,1.82249409
516,1,3,8835,E01000005,City of London 001E,0.39,1.075036637,1.559932655,1.676984755
517,1,3,8836,E01000005,City of London 001E,0.38,1.159097876,1.566457418,1.815677466
518,1,3,8837,E01000005,City of London 001E,0.56,1.008090994,1.568633796,1.580703024
519,1,3,8838,E01000005,City of London 001E,0.46,1.093863568,1.546545083,1.691942567
520,1,3,8839,E01000005,City of London 001E,0.57,1.116335161,1.538611878,1.717600283
521,1,3,8840,E01000005,City of London 001E,0.56,1.214535401,1.552055634,1.88502747
522,1,3,8845,E01000005,City of London 001E,0.28,1.077112905,1.631751504,1.757580602
523,1,3,8846,E01000005,City of London 001E,0.58,1.10254001,1.624675907,1.79129275
524,1,3,8847,E01000005,City of London 001E,0.4,1.126574481,1.603779775,1.806777368
525,1,3,8848,E01000005,City of London 001E,0.39,1.106316505,1.613328592,1.784852049
526,1,3,8849,E01000005,City of London 001E,0.57,1.166635729,1.566019776,1.826156741
527,1,3,9449,E01000005,City of London 001E,0.45,0.831518865,1.638319255,1.362293368
528,1,3,9454,E01000005,City of London 001E,0.43,0.907625634,1.587967913,1.441280384
529,1,3,9455,E01000005,City of London 001E,0.34,0.930568312,1.609394677,1.497651688
530,1,3,9459,E01000005,City of London 001E,0.48,0.795837936,1.564087513,1.244760178
531,1,3,9464,E01000005,City of London 001E,0.38,0.817181781,1.674495504,1.368385825
532,1,3,9465,E01000005,City of London 001E,0.56,0.764340322,1.6600488,1.268842234
